FID,parada,descricao,situacao,estrutura_de_paragem,tipo,geo_ponto_rede_pto
Paradas de onibus.fid-70332a8e_1869e51a008_5e15,3865,EM FRENTE A CHACARA MANACA BR - 060,ATIVA,ACOSTAMENTO OU BAIA,Placa,POINT (170571.76350228 8241109.55104708)
Paradas de onibus.fid-70332a8e_1869e51a008_5e16,3828,LADO OPOSTO CHACARA MANACA BR - 060,ATIVA,ACOSTAMENTO OU BAIA,Placa,POINT (170460.3615984345 8241137.255002181)
Paradas de onibus.fid-70332a8e_1869e51a008_5e17,3827,ENTREQUADRA 508/510 SAMAMBAIA BR - 060,ATIVA,ACOSTAMENTO OU BAIA,Padrão,POINT (170882.05286033545 8241273.594052075)
Paradas de onibus.fid-70332a8e_1869e51a008_5e18,7639,AVENIDA CENTRAL - QC 04 - CONJUNTO 17 - ESCOLA,ATIVA,,Tipo C,POINT (173712.63216753374 8238065.199038906)
Paradas de onibus.fid-70332a8e_1869e51a008_5e19,7873,DF 001 - QUADRA 600 - CONJUNTO 05 - CAESB,ATIVA,,Tipo C,POINT (173355.52354772226 8238201.438401565)
Paradas de onibus.fid-70332a8e_1869e51a008_5e1a,7916,DF 001 - CONDOMINIO PARQUE DO RIACHO 13 - QUADRA DE ESPORTES,ATIVA,,Tipo C,POINT (173404.4241147322 8238199.937466056)
Paradas de onibus.fid-70332a8e_1869e51a008_5e1b,3818,LADO OPOSTO QUADRA 600 DO RECANTO DAS EMAS DF - 001,ATIVA,ACOSTAMENTO OU BAIA,Padrão,POINT (173405.36822499445 8238199.735286955)
Paradas de onibus.fid-70332a8e_1869e51a008_5e1c,3796,EM FRENTE A QUADRA 600 - SENTIDO GAMA DF - 001,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (173356.52518303972 8238205.348708259)
Paradas de onibus.fid-70332a8e_1869e51a008_5e1d,3995,LADO OPOSTO QC 04 ESCOLA CLASSE 01 INTERNA,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (173676.16418232204 8238041.884906964)
Paradas de onibus.fid-70332a8e_1869e51a008_5e1e,4005,R.FUNDO II - EXPANSAO - QC 04 ENTRE CONJ. 05/11 INTERNA,ATIVA,SEM ESTRUTURA,Placa,POINT (173605.86797802063 8238405.142332826)
Paradas de onibus.fid-70332a8e_1869e51a008_5e1f,3994,LADO OPOSTO QC 04 CONJ.05 CASA 21 INTERNA,ATIVA,ACOSTAMENTO OU BAIA,Habitual,POINT (173562.61220436898 8238405.998279014)
Paradas de onibus.fid-70332a8e_1869e51a008_5e20,4004,QC 04 ESCOLA CLASSE 01 INTERNA,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (173712.29847962566 8238062.053808659)
Paradas de onibus.fid-70332a8e_1869e51a008_5e21,3959,QUADRA 602 CONJUNTO 2A CASA 08 AV. PONTE ALTA,ATIVA,SEM ESTRUTURA,Placa,POINT (172838.94191528298 8238276.831456505)
Paradas de onibus.fid-70332a8e_1869e51a008_5e22,6438,SQNW 108 / 107,ATIVA,ACOSTAMENTO OU BAIA,Cemusa,POINT (188297.16626020015 8256389.975845615)
Paradas de onibus.fid-70332a8e_1869e51a008_5e23,6439,Lado Oposto - SQNW 107 / 108,ATIVA,SEM ESTRUTURA,Cemusa,POINT (188311.4032362209 8256405.9612222)
Paradas de onibus.fid-70332a8e_1869e51a008_5e24,7887,AV RECANTO DAS EMAS - QUADRA 101 - LOTE 1 - POSTO DE SAUDE 02 - SAMU,ATIVA,,Tipo C,POINT (172434.5029328976 8239514.126344739)
Paradas de onibus.fid-70332a8e_1869e51a008_5e25,7889,AV RECANTO DAS EMAS - QUADRA 201 - ACESSO CONJUNTOS 01/17,ATIVA,,Tipo C,POINT (172715.13348001475 8239566.197755898)
Paradas de onibus.fid-70332a8e_1869e51a008_5e26,7890,AV RECANTO DAS EMAS - QUADRA 201 - ACESSO CONJUNTOS 01/18,ATIVA,,Tipo C,POINT (172715.13348001475 8239566.197755898)
Paradas de onibus.fid-70332a8e_1869e51a008_5e27,3908,QUADRA 203 - ANTES DO BALAO AV. REC. EMAS,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (172100.79070723336 8239364.083978523)
Paradas de onibus.fid-70332a8e_1869e51a008_5e28,3909,QUADRA 202 LADO OPOSTO POSTO IPIRANGA AV. REC. EMAS,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (172477.4864965647 8239488.681066937)
Paradas de onibus.fid-70332a8e_1869e51a008_5e29,3942,QUADRA 201 LOTE O4 AV. BURITI,ATIVA,SEM ESTRUTURA,Habitual,POINT (172309.40257839998 8239236.257500859)
Paradas de onibus.fid-70332a8e_1869e51a008_5e2a,3868,QUADRA 101 - AO LADO LOTE 07 AV. REC. EMAS,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (172713.58042065776 8239609.0126049975)
Paradas de onibus.fid-70332a8e_1869e51a008_5e2b,3869,QUADRA 101 -ANTES DA ENTRADA 101/102 AV. REC. EMAS,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (172436.32433137612 8239515.562614873)
Paradas de onibus.fid-70332a8e_1869e51a008_5e2c,3870,QUADRA 102 ANTES DA ENTRADA 102/103 AV. REC. EMAS,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (172088.0593971468 8239400.640227551)
Paradas de onibus.fid-70332a8e_1869e51a008_5e2d,3957,LATERAL QUADRA 403 AV BURITI CASA 01 AV. BURTII,ATIVA,SEM ESTRUTURA,Habitual,POINT (172350.319499747 8238862.26781907)
Paradas de onibus.fid-70332a8e_1869e51a008_5e2e,3910,QUADRA 201 - AO LADO POSTO TEXACO AV. REC. EMAS,ATIVA,SEM ESTRUTURA,Padrão,POINT (172707.43188821 8239564.822130163)
Paradas de onibus.fid-70332a8e_1869e51a008_5e2f,3944,LADO OPOSTO A LATERAL QUADRA 403 AV BURITI CASA 01 AV. BURITI,ATIVA,SEM ESTRUTURA,Tipo C,POINT (172364.20076397015 8238883.519519822)
Paradas de onibus.fid-70332a8e_1869e51a008_5e30,3943,QUADRA 203  LOTE 02 AV. BURITI,ATIVA,SEM ESTRUTURA,Habitual,POINT (172293.1590450852 8239194.386081348)
Paradas de onibus.fid-70332a8e_1869e51a008_5e31,7960,2� AVENIDA SUL - QUADRA 509 - ASSEMBLEIA DE DEUS,ATIVA,,Tipo C,POINT (168021.91292626626 8240782.0545314755)
Paradas de onibus.fid-70332a8e_1869e51a008_5e32,7961,2� AVENIDA SUL - QUADRA 509/507 - ALL TECH ELEVADORES,ATIVA,,Tipo C,POINT (168194.6707117689 8240786.166293972)
Paradas de onibus.fid-70332a8e_1869e51a008_5e33,7722,2� AVENIDA SUL - QUADRA 513/515 - ARMARINHO NOVO RIO,ATIVA,,Tipo C,POINT (167267.62038842775 8240556.836243947)
Paradas de onibus.fid-70332a8e_1869e51a008_5e34,4107,QUADRA 307/309 2 AV. SUL,ATIVA,SEM ESTRUTURA,Tipo C,POINT (168187.97969712038 8240848.843436821)
Paradas de onibus.fid-70332a8e_1869e51a008_5e35,4125,QUADRA 513 CONJ. D LOTE 01/02 2 AV. SUL,ATIVA,SEM ESTRUTURA,Placa,POINT (167417.0296259948 8240629.429342911)
Paradas de onibus.fid-70332a8e_1869e51a008_5e36,4126,QUADRA 511 - LATERAL CE 511 2 AV. SUL,ATIVA,SEM ESTRUTURA,Placa,POINT (167567.22944687097 8240706.383779844)
Paradas de onibus.fid-70332a8e_1869e51a008_5e37,4108,QUADRA 309 - CONJ 7 2 AV. SUL,ATIVA,SEM ESTRUTURA,Padrão,POINT (168038.06144614366 8240838.729679399)
Paradas de onibus.fid-70332a8e_1869e51a008_5e38,4124,LADO OPOSTO QUADRA 313 - CONJ 03 CASA 09 2 AV. SUL,ATIVA,SEM ESTRUTURA,Padrão,POINT (167266.6053522728 8240557.646799435)
Paradas de onibus.fid-70332a8e_1869e51a008_5e39,4110,QUADRA 313 CONJ 3 CASA 09 2 AV. SUL,ATIVA,SEM ESTRUTURA,Habitual,POINT (167594.3255155586 8240742.436692829)
Paradas de onibus.fid-70332a8e_1869e51a008_5e3a,4109,QUADRA 311 - CONJ 8 CASA 28 2 AV. SUL,ATIVA,SEM ESTRUTURA,Habitual,POINT (167734.5550021354 8240810.417747361)
Paradas de onibus.fid-70332a8e_1869e51a008_5e3b,4127,QUADRA 509 2 AV. SUL,ATIVA,SEM ESTRUTURA,Padrão,POINT (168015.72378047748 8240788.216468762)
Paradas de onibus.fid-70332a8e_1869e51a008_5e3c,4128,QUADRA 505/507 FRENTE CEF 507 2 AV. SUL,ATIVA,SEM ESTRUTURA,Padrão,POINT (168197.2140565245 8240791.661994423)
Paradas de onibus.fid-70332a8e_1869e51a008_5e3d,3861,LADO OPOSTO PHD LOGISTICA E TRANSPORTES BR - 060,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (168274.25308115693 8240350.731305486)
Paradas de onibus.fid-70332a8e_1869e51a008_5e3e,6874,QS 14,ATIVA,ACOSTAMENTO OU BAIA,Padrão,POINT (174905.6637350301 8234799.3976682015)
Paradas de onibus.fid-70332a8e_1869e51a008_5e3f,3812,APOS ENTRADA PARA CAUB II DF - 001,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (174602.36630584212 8234932.200915726)
Paradas de onibus.fid-70332a8e_1869e51a008_5e40,7895,DF 001 - BARREIRA ELETRONICA - ACESSO NUCLEO RURAL CASA GRANDE,ATIVA,,Tipo C,POINT (174576.70269607002 8234886.278480996)
Paradas de onibus.fid-70332a8e_1869e51a008_5e41,7910,DF 001 - BARREIRA ELETRONICA - LADO OPOSTO QUIOSQUES - ACESSO NUCLEO RURAL CASA GRANDE,ATIVA,,Tipo C,POINT (174594.16872395884 8234937.930782618)
Paradas de onibus.fid-70332a8e_1869e51a008_5e42,6867,QS 09,ATIVA,SEM ESTRUTURA,Padrão,POINT (174710.60071553424 8235116.567732729)
Paradas de onibus.fid-70332a8e_1869e51a008_5e43,6873,Lado oposto QS 14,ATIVA,ACOSTAMENTO OU BAIA,Padrão,POINT (174925.56020981126 8234715.26207543)
Paradas de onibus.fid-70332a8e_1869e51a008_5e44,6875,QS 12,ATIVA,SEM ESTRUTURA,Padrão,POINT (174783.00556545932 8235038.021885876)
Paradas de onibus.fid-70332a8e_1869e51a008_5e45,3802,FRENTE A NUCLEO RURAL PONTE ALTA LO ENTRADA CAUB I DF - 001,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (174575.47815948777 8234889.020922917)
Paradas de onibus.fid-70332a8e_1869e51a008_5e46,3974,QS 02 CONJ. 02 CASA 01 CENTRAL,ATIVA,SEM ESTRUTURA,Placa,POINT (177352.19192874618 8241750.822781773)
Paradas de onibus.fid-70332a8e_1869e51a008_5e47,6268,Colónia Agrícola Sucupira Em frente a Chácara 19.B AV. PRINCIPAL,ATIVA,SEM ESTRUTURA,Habitual,POINT (177055.46046881855 8240476.130635942)
Paradas de onibus.fid-70332a8e_1869e51a008_5e48,6109,Qd. 02 Em frente aos correios SHA,ATIVA,SEM ESTRUTURA,Cemusa,POINT (190593.4161513868 8251732.191914157)
Paradas de onibus.fid-70332a8e_1869e51a008_5e49,3266,FRENTE AO CENTRO DE EVENTOS BRASIL 21 ACESSO A TORRE,ATIVA,SEM ESTRUTURA,Fibra de Vidro,POINT (189924.4800281293 8251922.456679089)
Paradas de onibus.fid-70332a8e_1869e51a008_5e4a,3267,EM FRENTE AO CORREIO E TELEGRAFOS S1,ATIVA,SEM ESTRUTURA,Fibra de Vidro,POINT (190614.56612201524 8251752.935679532)
Paradas de onibus.fid-70332a8e_1869e51a008_5e4b,4455,Qd. 05 Bl J - Phenicia Hotel SHS,ATIVA,SEM ESTRUTURA,Cemusa,POINT (190069.68041383536 8251755.540920086)
Paradas de onibus.fid-70332a8e_1869e51a008_5e4c,3685,DER EPAA,ATIVA,SEM ESTRUTURA,Placa,POINT (188186.24822948134 8253531.486936948)
Paradas de onibus.fid-70332a8e_1869e51a008_5e4d,7946,EPAA - DF 010 - TRIBUNAL SUPERIOR ELEITORAL,ATIVA,,Tipo C,POINT (188112.01087669743 8253740.908448771)
Paradas de onibus.fid-70332a8e_1869e51a008_5e4e,6641,Lado Oposto - SQNW 102 /1 03,ATIVA,ACOSTAMENTO OU BAIA,Cemusa,POINT (188457.1137184921 8254849.9745979635)
Paradas de onibus.fid-70332a8e_1869e51a008_5e4f,3692,EM FRENTE A RCG. LADO OPOSTO A ENTRADA ZOONOSES GERENCIA DE CONTROLE EPAA,ATIVA,SEM ESTRUTURA,Tipo C,POINT (188012.91744170338 8254393.899496014)
Paradas de onibus.fid-70332a8e_1869e51a008_5e50,3689,LADO OPOSTO ENTRADA SLU/SEMATEC (OFICINA) EPAA,ATIVA,ACOSTAMENTO OU BAIA,Padrão,POINT (187936.53132559964 8254554.218218586)
Paradas de onibus.fid-70332a8e_1869e51a008_5e51,3694,LADO OPOSTO ESCOLA DE FORMACAO - SECRETARIA DE TRANSPORTES EPAA,ATIVA,SEM ESTRUTURA,Tradicional,POINT (188110.1779887967 8253753.442220497)
Paradas de onibus.fid-70332a8e_1869e51a008_5e52,3732,LADO OPOSTO AO DEPOSITO DO DETRAN - VIA DO AUTODROMO CONTORNO,ATIVA,SEM ESTRUTURA,Placa,POINT (189362.02134616493 8254177.021567438)
Paradas de onibus.fid-70332a8e_1869e51a008_5e53,3736,DEPOSITO DE CARROS DO DETRAN CONTORNO,ATIVA,ACOSTAMENTO OU BAIA,Placa,POINT (189328.98362220346 8254235.627393903)
Paradas de onibus.fid-70332a8e_1869e51a008_5e54,3693,LADO OPOSTO A TCB EPAA,ATIVA,SEM ESTRUTURA,Tipo C,POINT (188128.10414665614 8253892.809526394)
Paradas de onibus.fid-70332a8e_1869e51a008_5e55,3748,SANATORIO ESPIRITA SAIN,ATIVA,SEM ESTRUTURA,Placa,POINT (187769.10501984315 8255579.151505873)
Paradas de onibus.fid-70332a8e_1869e51a008_5e56,6440,Lado Oposto - SQNW 104,ATIVA,SEM ESTRUTURA,Cemusa,POINT (188426.65719103196 8255174.7476885235)
Paradas de onibus.fid-70332a8e_1869e51a008_5e57,3688,PROXIMO ENTRADA DO CAMPING EPAA,ATIVA,SEM ESTRUTURA,Tradicional,POINT (188207.26890189335 8254232.661777101)
Paradas de onibus.fid-70332a8e_1869e51a008_5e58,3687,TCB EPAA,ATIVA,SEM ESTRUTURA,Placa,POINT (188170.56282015084 8253883.478985725)
Paradas de onibus.fid-70332a8e_1869e51a008_5e59,3483,CNB - EM FRENTE A CINDERELLA CALCADOS - ULTIMA LOJA SENTIDO SUL EIXO W NORTE,ATIVA,SEM ESTRUTURA,Placa,POINT (191113.85643827898 8251924.383622106)
Paradas de onibus.fid-70332a8e_1869e51a008_5e5a,2218,SIA TRECHO 3 LOTE 580 A 250 - APOS A CASA DOS PARAFUSOS IA 03,ATIVA,SEM ESTRUTURA,Placa,POINT (183209.18060432386 8250501.612653415)
Paradas de onibus.fid-70332a8e_1869e51a008_5e5b,6893,Via IA 1,ATIVA,SEM ESTRUTURA,Padrão,POINT (182879.03012896684 8250305.30188679)
Paradas de onibus.fid-70332a8e_1869e51a008_5e5c,2230,SIA TRECHO 2 LOTE 1150 A 1480 - SESI IA 01,ATIVA,SEM ESTRUTURA,Habitual,POINT (182680.11342053954 8250332.290637753)
Paradas de onibus.fid-70332a8e_1869e51a008_5e5d,2209,SIA TRECHO 4 LOTE       - LADO OPOSTO A BALI IA 03,ATIVA,SEM ESTRUTURA,Padrão,POINT (182989.83941898952 8250774.979768265)
Paradas de onibus.fid-70332a8e_1869e51a008_5e5e,2226,SAI TRECHO 2 LOTE 575 LOJA 1 - DISTRIBUIDORA LIDERR IA 02,ATIVA,SEM ESTRUTURA,Placa,POINT (183234.66213686304 8250459.671085116)
Paradas de onibus.fid-70332a8e_1869e51a008_5e5f,2213,SIA TRECHO 3 LOTE 455 - BRAVESA IA 03,ATIVA,SEM ESTRUTURA,Placa,POINT (183372.3998181854 8250683.370439862)
Paradas de onibus.fid-70332a8e_1869e51a008_5e60,2225,SAI TRECHO 2 LOTE  945   - CASA IRACEMA IA 02,ATIVA,SEM ESTRUTURA,Placa,POINT (182826.94562184345 8250518.689499012)
Paradas de onibus.fid-70332a8e_1869e51a008_5e61,2224,SAI TRECHO 2 LOTE  1275    - MARANATA IA 02,ATIVA,SEM ESTRUTURA,Placa,POINT (182621.92047339652 8250546.205382824)
Paradas de onibus.fid-70332a8e_1869e51a008_5e62,2229,SIAI TRECHO 2 LOTE 650/680 - HYUNDAI SMAFF IA 01,ATIVA,SEM ESTRUTURA,Placa,POINT (183114.34604901925 8250271.408120718)
Paradas de onibus.fid-70332a8e_1869e51a008_5e63,2232,SIA TRECHO 1 LOTE 1010 A 1480 - ANAPOLINA IA 01,ATIVA,SEM ESTRUTURA,Padrão,POINT (182746.1792897305 8250285.652385459)
Paradas de onibus.fid-70332a8e_1869e51a008_5e64,2219,SIA TRECHO 3 LOTE 930 A 940 - MULTIPISO IA 02,ATIVA,SEM ESTRUTURA,Placa,POINT (182565.64974978525 8250591.728903388)
Paradas de onibus.fid-70332a8e_1869e51a008_5e65,2641,SMPW - Q.26 CONJ.03 LOTE 10 A 01 - CLUBE ASMEC EPIA -DF 03,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (181983.2122317279 8238193.81388716)
Paradas de onibus.fid-70332a8e_1869e51a008_5e66,7012,BRT SPMW 26,ATIVA,ACOSTAMENTO OU BAIA,Estação BRT,POINT (182202.30218542332 8238586.802792414)
Paradas de onibus.fid-70332a8e_1869e51a008_5e67,7703,DF 003 - EPIA - ESTA��O BRT SUL - QUADRA 26,ATIVA,,Tipo C,POINT (182160.7292243149 8238585.003690744)
Paradas de onibus.fid-70332a8e_1869e51a008_5e68,4249,ENTRE QUADRAS 412/410 2 AV. NORTE,ATIVA,SEM ESTRUTURA,Canalete 90,POINT (170292.98552428017 8244524.848016619)
Paradas de onibus.fid-70332a8e_1869e51a008_5e69,4189,QUADRA 614 - FINAL DA QUADRA 2 AV. NORTE,ATIVA,SEM ESTRUTURA,Placa,POINT (170761.17490220547 8244820.726874033)
Paradas de onibus.fid-70332a8e_1869e51a008_5e6a,4190,ENTRE QUADRAS 614/612 2 AV. NORTE,ATIVA,SEM ESTRUTURA,Metálico,POINT (170527.17550315429 8244702.988039494)
Paradas de onibus.fid-70332a8e_1869e51a008_5e6b,4144,ENTRE QUADRAS 410/412 1 AV. NORTE,ATIVA,SEM ESTRUTURA,Padrão,POINT (170591.53401126713 8243958.740402987)
Paradas de onibus.fid-70332a8e_1869e51a008_5e6c,4039,QUADRA 416 AV. LESTE,ATIVA,SEM ESTRUTURA,Tipo C,POINT (171154.9710903613 8244559.298557567)
Paradas de onibus.fid-70332a8e_1869e51a008_5e6d,4043,QUADRA 414 FRENTE POSTO DE GASOLINA AV. LESTE,ATIVA,SEM ESTRUTURA,Padrão,POINT (171097.5632261819 8244533.460076932)
Paradas de onibus.fid-70332a8e_1869e51a008_5e6e,4145,ENTRE QUADRAS 408/410 1 AV. NORTE,ATIVA,SEM ESTRUTURA,Metálico,POINT (170331.57992641703 8243825.964771197)
Paradas de onibus.fid-70332a8e_1869e51a008_5e6f,4250,ENTRE QUADRAS 614/612 2 AV. NORTE,ATIVA,SEM ESTRUTURA,Metálico,POINT (170563.86834073224 8244659.556241067)
Paradas de onibus.fid-70332a8e_1869e51a008_5e70,4251,QN 414 - FINAL DA QUADRA 2 AV. NORTE,ATIVA,SEM ESTRUTURA,Placa,POINT (170834.33169382997 8244794.725627945)
Paradas de onibus.fid-70332a8e_1869e51a008_5e71,4186,ENTRE QUADRAS 208/210 1 AV. NORTE,ATIVA,SEM ESTRUTURA,Metálico,POINT (170313.88640082855 8243756.201461123)
Paradas de onibus.fid-70332a8e_1869e51a008_5e72,4187,ENTRE QUADRAS 210/212 1 AV. NORTE,ATIVA,SEM ESTRUTURA,Padrão,POINT (170607.46960984118 8243900.993429106)
Paradas de onibus.fid-70332a8e_1869e51a008_5e73,4188,QUADRA 212 - FINAL DA QUADRA 1 AV. NORTE,ATIVA,SEM ESTRUTURA,Metálico,POINT (170931.20277506247 8244060.646862923)
Paradas de onibus.fid-70332a8e_1869e51a008_5e74,4143,ENTRE QUADRAS 414/412 1 AV. NORTE,ATIVA,SEM ESTRUTURA,Canalete 90,POINT (170962.368330643 8244142.092701776)
Paradas de onibus.fid-70332a8e_1869e51a008_5e75,7008,Em frente ao BRT Vargem Bonita,ATIVA,ACOSTAMENTO OU BAIA,Padrão,POINT (182832.27510273253 8240857.589253061)
Paradas de onibus.fid-70332a8e_1869e51a008_5e76,7009,Em frente ao BRT Vargem Bonita,ATIVA,ACOSTAMENTO OU BAIA,Habitual,POINT (182890.08656112483 8240853.4882113915)
Paradas de onibus.fid-70332a8e_1869e51a008_5e77,7010,BRT Vargem Bonita,ATIVA,ACOSTAMENTO OU BAIA,Estação BRT,POINT (182867.46468610177 8240876.3746697465)
Paradas de onibus.fid-70332a8e_1869e51a008_5e78,7011,BRT Vargem Bonita,ATIVA,ACOSTAMENTO OU BAIA,Estação BRT,POINT (182859.52718609368 8240853.223628056)
Paradas de onibus.fid-70332a8e_1869e51a008_5e79,7701,SMPW - TRECHO 02 - QUADRA 07 - CONJUNTO 03 - LOTE 09,ATIVA,,Tipo C,POINT (182733.78131622495 8241416.362694502)
Paradas de onibus.fid-70332a8e_1869e51a008_5e7a,7704,SMPW - QUADRA 13 - CONJUNTO 07,ATIVA,,Tipo C,POINT (180840.37164013187 8241340.39188792)
Paradas de onibus.fid-70332a8e_1869e51a008_5e7b,2625,SMPW - Q.07 CONJ. 03 EPIA -DF 03,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (182871.50391815783 8241082.249642469)
Paradas de onibus.fid-70332a8e_1869e51a008_5e7c,2646,SMPW - Q26 CONJ. 12 LOTE 12 EPIA -DF 03,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (182912.28465702955 8241062.2412215425)
Paradas de onibus.fid-70332a8e_1869e51a008_5e7d,7013,BRT SPMW 26,ATIVA,ACOSTAMENTO OU BAIA,Estação BRT,POINT (182177.82822706504 8238554.788209048)
Paradas de onibus.fid-70332a8e_1869e51a008_5e7e,2626,SMPW - Q.07 CONJ. 01 LOTE 01 EPIA -DF 03,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (182736.12058333738 8240132.203424535)
Paradas de onibus.fid-70332a8e_1869e51a008_5e7f,2627,SMPW - Q.7 CONJ. 01 LOTE 05 EPIA -DF 03,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (182666.6968560345 8239675.629765358)
Paradas de onibus.fid-70332a8e_1869e51a008_5e80,7705,SMPW - QUADRA 12 - CONJUNTO 01 - LOTE 04,ATIVA,,Tipo C,POINT (180865.19433371944 8239509.262842716)
Paradas de onibus.fid-70332a8e_1869e51a008_5e81,2628,SMPW - Q.08 CONJ.01 LOTE 08 EPIA -DF 03,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (182331.42308118456 8238841.628018531)
Paradas de onibus.fid-70332a8e_1869e51a008_5e82,2629,SMPW - Q.08 CONJ.01 LOTES 14/15 EPIA -DF 03,ATIVA,SEM ESTRUTURA,Tipo C,POINT (181929.49513644335 8238186.376432241)
Paradas de onibus.fid-70332a8e_1869e51a008_5e83,2643,SMPW - Q.26 CONJ.03 LOTE 03 EPIA -DF 03,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (182376.5543090051 8238822.805847595)
Paradas de onibus.fid-70332a8e_1869e51a008_5e84,2644,SMPW - Q.26 CONJ.02 LOTE 01 EPIA -DF 03,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (182719.86390577687 8239689.734088713)
Paradas de onibus.fid-70332a8e_1869e51a008_5e86,2645,SMPW - Q.26 CONJ. 01 LOTE 08 EPIA -DF 03,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (182781.90627820767 8240125.93357676)
Paradas de onibus.fid-70332a8e_1869e51a008_5e87,3369,PLATAFORMA SUPERIOR DA RODOVIARIA - APOS ROD.PP EIXO L SUL,ATIVA,SEM ESTRUTURA,Fibra de Vidro,POINT (191256.79794562783 8251833.370585918)
Paradas de onibus.fid-70332a8e_1869e51a008_5e88,3546,SRTVS W3 SUL,ATIVA,ACOSTAMENTO OU BAIA,Tradicional,POINT (190103.27121586722 8251235.463615115)
Paradas de onibus.fid-70332a8e_1869e51a008_5e89,3579,SCS W3 SUL,ATIVA,ACOSTAMENTO OU BAIA,Concreto,POINT (190249.01532398674 8251437.38241506)
Paradas de onibus.fid-70332a8e_1869e51a008_5e8a,3562,EM FRENTE A CEB EPTG,ATIVA,ACOSTAMENTO OU BAIA,Canalete 90,POINT (190203.15804864164 8251437.2209516885)
Paradas de onibus.fid-70332a8e_1869e51a008_5e8b,3388,SCS - Pátio Brasil,ATIVA,ACOSTAMENTO OU BAIA,Cemusa,POINT (190191.37816792988 8251409.82935168)
Paradas de onibus.fid-70332a8e_1869e51a008_5e8c,3542,SCS - PATIO BRASIL W3 SUL,ATIVA,ACOSTAMENTO OU BAIA,Fibra de Vidro,POINT (190209.03241758925 8251451.811272773)
Paradas de onibus.fid-70332a8e_1869e51a008_5e8d,3548,SHIGS Q 702 - COLEGIO DOM BOSCO W3 SUL,ATIVA,ACOSTAMENTO OU BAIA,Tradicional,POINT (189970.11342233696 8251029.63035072)
Paradas de onibus.fid-70332a8e_1869e51a008_5e8e,3563,SCS - Pátio Brasil,ATIVA,ACOSTAMENTO OU BAIA,Cemusa,POINT (190197.09121462246 8251423.571132461)
Paradas de onibus.fid-70332a8e_1869e51a008_5e8f,3580,EM FRENTE AO HOSPITAL SARAH LIGACAO,ATIVA,SEM ESTRUTURA,Fibra de Vidro,POINT (190355.20736924437 8251204.772720292)
Paradas de onibus.fid-70332a8e_1869e51a008_5e90,3581,EM FRENTE AO HDB LIGACAO,ATIVA,SEM ESTRUTURA,Fibra de Vidro,POINT (190527.97864040264 8251113.919467517)
Paradas de onibus.fid-70332a8e_1869e51a008_5e91,3578,SHS Q 501 - EM FRENTE AO HOSP SARAH W3 SUL,ATIVA,ACOSTAMENTO OU BAIA,Tradicional,POINT (190138.1618421196 8251215.21962072)
Paradas de onibus.fid-70332a8e_1869e51a008_5e92,3547,SETOR COMERCIAL SUL VIA DE LIGAÇÃO SE/NE,ATIVA,ACOSTAMENTO OU BAIA,Cemusa,POINT (190398.22273079073 8251234.720536792)
Paradas de onibus.fid-70332a8e_1869e51a008_5e93,2660,ENTRE BL. 1305 RES./COMERCIO 1315/ AV. CENTRAL,ATIVA,SEM ESTRUTURA,Cemusa,POINT (181491.83130196034 8242848.7557303505)
Paradas de onibus.fid-70332a8e_1869e51a008_5e94,2677,CHARARA 3A - AO LADO DO TERMINAL METROPOLITANA,ATIVA,SEM ESTRUTURA,Habitual,POINT (181506.0694373768 8242480.498701583)
Paradas de onibus.fid-70332a8e_1869e51a008_5e95,2662,EM FRENTE A ADMINISTRACAO REGIONAL 3 AVENIDA,ATIVA,SEM ESTRUTURA,Habitual,POINT (181582.470395195 8242748.371394522)
Paradas de onibus.fid-70332a8e_1869e51a008_5e96,2666,AREA ESPECIAL - DRE - NB AV. CONTORNO,ATIVA,SEM ESTRUTURA,Tipo C,POINT (181522.247761884 8242637.768981056)
Paradas de onibus.fid-70332a8e_1869e51a008_5e97,2671,COLONIA AGRICOLA LOTE 4 AV. CONTORNO,ATIVA,SEM ESTRUTURA,Tipo C,POINT (181552.2164557766 8242631.7973548155)
